,group,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
717,"Oyu Tolgoi, Mongolia",19.2,38.7,4.8,19.8,4.5,1.2,4.5,0.7,3.9,0.8,2.3,0.4,2.4,0.4
718,"Oyu Tolgoi, Mongolia",14.6,28.4,3.47,14.2,3.05,0.98,3.24,0.47,2.72,0.57,1.71,0.25,1.86,0.26
719,"Oyu Tolgoi, Mongolia",17,32.3,3.7,15.2,3.2,1,3.3,0.5,2.9,0.6,2,0.3,1.9,0.3
720,"Oyu Tolgoi, Mongolia",15.2,27.4,3.3,13.6,2.87,0.92,3.11,0.44,2.55,0.55,1.68,0.25,1.84,0.27
721,"Oyu Tolgoi, Mongolia",17.2,33.7,4.32,17.4,3.75,1.11,4,0.6,3.45,0.77,2.26,0.35,2.49,0.36
722,"Oyu Tolgoi, Mongolia",16.3,33.9,3.79,16,3.45,1.13,3.37,0.52,3.03,0.61,1.9,0.25,2.01,0.31
723,"Oyu Tolgoi, Mongolia",17,34.8,3.85,15.9,3.46,1.16,3.39,0.53,2.8,0.55,1.56,0.22,1.52,0.26
724,"Oyu Tolgoi, Mongolia",15.4,32.1,3.7,15.4,3.42,1.09,3.62,0.57,3.26,0.64,2.01,0.3,1.92,0.3
725,"Oyu Tolgoi, Mongolia",15.8,33.6,3.78,15.9,3.38,1.12,3.61,0.6,3.26,0.65,2.07,0.3,1.98,0.29
726,"Oyu Tolgoi, Mongolia",15.1,31.5,3.65,15.1,3.52,1.07,3.7,0.57,3.28,0.67,1.97,0.27,2.09,0.28
727,"Oyu Tolgoi, Mongolia",15.5,32.5,3.66,14.9,3.27,1.04,3.3,0.55,3.23,0.63,1.99,0.27,2.12,0.31
728,"Oyu Tolgoi, Mongolia",15.9,32.8,3.78,15.5,3.49,1.13,3.54,0.58,3.35,0.63,1.93,0.27,2,0.32
729,"Oyu Tolgoi, Mongolia",17.4,36.9,4.17,17.4,3.85,1.23,3.8,0.62,3.68,0.7,2.06,0.33,2.16,0.32
730,"Oyu Tolgoi, Mongolia",16.5,34.4,3.91,15.9,3.6,1.17,3.77,0.61,3.43,0.68,2.15,0.3,2.16,0.36
731,"Oyu Tolgoi, Mongolia",15.7,33,3.84,15.8,3.74,1.12,3.55,0.61,3.43,0.67,2.06,0.29,2.1,0.32
732,"Oyu Tolgoi, Mongolia",15.6,32.9,3.8,15.9,3.54,1.09,3.55,0.58,3.55,0.67,2.06,0.3,2.12,0.3
733,"Oyu Tolgoi, Mongolia",13.5,26.6,2.81,11.1,2.27,0.8,2.54,0.38,2.3,0.43,1.34,0.21,1.44,0.22
734,"Oyu Tolgoi, Mongolia",13.2,24.4,2.93,10.2,2.18,0.734,2.09,0.34,2.11,0.45,1.43,0.225,1.5,0.242
735,"Grasberg-Ertsberg, West Papua",25.5,47,NA,18,3.5,1.1,NA,0.6,NA,NA,NA,NA,1.7,0.24
736,"Grasberg-Ertsberg, West Papua",25.2,47,NA,24,3.8,1.3,NA,0.5,NA,NA,NA,NA,1.8,0.23
737,"Grasberg-Ertsberg, West Papua",24.4,48,NA,22,3.8,1.2,NA,0.6,NA,NA,NA,NA,1.7,0.26
738,"Grasberg-Ertsberg, West Papua",25,47,NA,19,3.5,1.2,NA,0.6,NA,NA,NA,NA,1.9,0.28
739,"Grasberg-Ertsberg, West Papua",30.6,50,NA,21,3.7,1.4,NA,0.5,NA,NA,NA,NA,1.7,0.25
740,"Grasberg-Ertsberg, West Papua",30.1,57,NA,24,4.3,1.7,NA,0.5,NA,NA,NA,NA,2,0.3
741,"Grasberg-Ertsberg, West Papua",30.1,60,NA,26,4.9,1,NA,0.6,NA,NA,NA,NA,2.1,0.32
742,"Grasberg-Ertsberg, West Papua",27.5,51,NA,23,4.2,1.1,NA,0.5,NA,NA,NA,NA,1.8,0.27
743,"Grasberg-Ertsberg, West Papua",24.4,46,NA,20,3.8,1.3,NA,0.6,NA,NA,NA,NA,2,0.31
744,"Grasberg-Ertsberg, West Papua",13.9,30,NA,14,3.3,1.1,NA,0.5,NA,NA,NA,NA,1.6,0.24
745,"Grasberg-Ertsberg, West Papua",30.7,53,NA,24,4.1,1.3,NA,0.6,NA,NA,NA,NA,2,0.3
746,"Grasberg-Ertsberg, West Papua",16.9,36,NA,17,3.5,0.7,NA,0.5,NA,NA,NA,NA,1.7,0.25
747,"Grasberg-Ertsberg, West Papua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"Grasberg-Ertsberg, West Papua",28.2,50,NA,21,3.7,1.3,NA,0.5,NA,NA,NA,NA,1.8,0.28
749,"Grasberg-Ertsberg, West Papua",28.3,54,NA,23,4.3,1.4,NA,0.6,NA,NA,NA,NA,1.8,0.26
